page,section_title,text
Plasma_cells,Summary,"Plasma cells, also called plasma B cells or effector B cells, are white blood cells that originate in the lymphoid organs as B cells and secrete large quantities of proteins called antibodies in response to being presented specific substances called antigens. These antibodies are transported from the plasma cells by the blood plasma and the lymphatic system to the site of the target antigen (foreign substance), where they initiate its neutralization or destruction. B cells differentiate into plasma cells that produce antibody molecules closely modeled after the receptors of the precursor B cell."
Plasma_exchange,Medical uses,"During plasmapheresis, blood, which consists of blood cells and a clear liquid called blood plasma, is initially taken out of the body through a needle or previously implanted catheter. Plasma is then removed from the blood by a cell separator. Three procedures are commonly used to separate the plasma from the blood cells, with each method having its own advantages and disadvantages:

Discontinuous flow centrifugation: One venous catheter line is required. Typically, a 300 ml batch of blood is removed at a time and centrifuged to separate plasma from blood cells.
Continuous flow centrifugation: Two venous lines are used. This method requires slightly less blood volume out of the body at any one time, as it is able to continuously spin out plasma.
Plasma filtration: Two venous lines are used. The plasma is filtered using standard hemodialysis equipment. This continuous process requires that less than 100 ml of blood be outside the body at one time.
After plasma separation, the blood cells are returned to the person undergoing treatment, while the plasma, which contains the antibodies, is first treated and then returned to the patient in traditional plasmapheresis. Rarely, other replacement fluids, such as hydroxyethyl starch, may be used in individuals who object to blood transfusion but these are rarely used due to severe side-effects. Medication to keep the blood from clotting (an anticoagulant) is given to the patient during the procedure.
Plasmapheresis is used as a therapy in particular diseases. It is an uncommon treatment in the United States, but it is more common in Europe and particularly Japan.
An important use of plasmapheresis is in the therapy of autoimmune disorders, where the rapid removal of disease-causing autoantibodies from the circulation is required in addition to other medical therapy. It is important to note that plasma exchange therapy in and of itself is useful to temper the disease process, while simultaneous medical and immunosuppressive therapy is required for long-term management. Plasma exchange offers the quickest short-term answer to removing harmful autoantibodies; however, the production of autoantibodies by the immune system must also be suppressed, usually by the use of medications such as cyclophosphamide, cyclosporine, mycophenolate mofetil, prednisone, rituximab, or a mixture of these.
Other uses are the removal of blood proteins where these are overly abundant and cause hyperviscosity syndrome.
There is weak evidence that therapeutic plasma exchange (TPE) might be of benefit in severe cases of COVID-19."
Plasma_exchange,Plasma donation,"Donating plasma is similar in many ways to whole blood donation, though the end product is used for different purposes.  Most plasmapheresis is for fractionation into other products; other blood donations are transfused with relatively minor modifications.  Plasma that is collected solely for further manufacturing is called Source Plasma.
Plasma donors undergo a screening process to ensure both the donor's safety and the safety of the collected product.  Factors monitored include blood pressure, pulse, temperature, total protein, protein electrophoresis, health history screening similar to that for whole blood, as well as an annual physical exam with a licensed physician or an approved physician substitute under the supervision of the physician. Donors are screened at each donation for viral diseases that can be transmitted by blood, sometimes by multiple methods.  For example, donations are tested for HIV by ELISA, which shows if they have been exposed to the disease, as well as by nucleic acid methods (PCR or similar) to rule out recent infections that the ELISA test might miss and are also screened for hepatitis B and hepatitis C. Industry standards require at least two sets of negative test results before the collected plasma is used for injectable products.  The plasma is also treated in processing multiple times to inactivate any virus that was undetected during the screening process.
In a few countries, plasma (like blood) is donated by unpaid volunteers. In others, including the United States, Austria, Germany and some Canadian facilities plasma donors are paid for their donations. Standards for donating plasma are set by national regulatory agencies such as the U.S. Food and Drug Administration (FDA), the European Union, and by a professional organization, the Plasma Protein Therapeutics Association (or PPTA), which audits and accredits collection facilities. A National Donor Deferral Registry (NDDR) is also maintained by the PPTA for use in keeping donors with prior positive viral antibody test results from donating at any facility.
Almost all plasmapheresis in the US is performed by automated methods. In some cases, automated plasmapheresis is used to collect plasma products like fresh frozen plasma for direct transfusion purposes, often at the same time as plateletpheresis. These procedures are performed at facilities such as community blood centers.
Since returning red cells causes the body to replace plasma more rapidly, a donor can provide up to a liter of plasma at a time and can donate with only a few days between donations, unlike the 56-day deferral for blood donation. The amount allowed in a donation varies vastly from country to country, but generally does not exceed two donations, each as much as a liter (one-third of the total plasma volume), per seven-day period. If a significant amount of red blood cells cannot be returned, the donor may not donate for 56 days, just as if they had donated a unit of blood.  Depending on the collection system and the operation, the removed plasma may be replaced by saline.  The body typically replaces the collected volume within 24 hours, and donors typically donate up to twice a week, though this varies by country.
The collected plasma is promptly frozen at lower than -20 °C (-4 °F) and is typically shipped to a processing facility for fractionation. This process separates the collected plasma into specific components, such as albumin and immunoglobulins, most of which are made into medications for human use. Sometimes the plasma is thawed and transfused as Fresh Frozen Plasma (FFP), much like the plasma from a normal blood donation.

Manual method
For the manual method, approximately the same as a whole blood donation is collected from the donor. The collected blood is then separated by centrifuge machines in separate rooms, the plasma is pressed out of the collection set into a satellite container, and the red blood cells are returned to the donor.
The danger with this method was that if the wrong red blood cells were returned to the donor, a serious and potentially fatal transfusion reaction could occur. Requiring donors to recite their names and ID numbers on returned bags of red cells minimized this risk. This procedure has largely become obsolete in favor of the automated method.
Automated method

The automated method uses a very similar process. The difference is that the collection, separation, and return are all performed inside a machine connected to the donor through a needle in the arm, typically the antecubital vein. There is no risk of receiving the wrong red cells. The devices used are very similar to the devices used for therapeutic plasmapheresis, and the potential for citrate toxicity is similar. The potential risks are explained to prospective donors at the first donation, and most donors tolerate the procedure well. In the UK in 2020, plasma donation is sought from volunteers who have recovered from COVID-19. The process takes 560 ml (two units) of plasma in five or six consecutive cycles of about 100 ml per cycle over a period of approximately an hour.
Antibodies
Donors are sometimes immunized against agents such as tetanus or hepatitis B so that their plasma contains the antibodies against the toxin or disease.  In other donors, an intentionally incompatible unit of blood is transfused to produce antibodies to the antigens on the red cells.  The collected plasma then contains these components, which are used in manufacturing of medications. Donors who are already ill may have their plasma collected for use as a positive control for laboratory testing."
Plasma_exchange,History,"Plasmapheresis was originally described by doctors Vadim A. Yurevick and Nicolay Rosenberg of the Imperial Medical and Surgical Academy of Saint Petersburg in 1913. and John Abel and Leonard Rowntree of Johns Hopkins Hospital in 1914. Both studies carried out on animals, are considered precedent to subsequent studies held in humans and offered the first description of the technique. The first studies of the effects of plasmapheresis on humans were undertaken during the WWII period, and the results were reported in a study over six plasma donors presented by doctors Co Tui, F.C. Bartter and A.M. Wright in 1944.
Aware of the rising demand for plasma for transfusion, Dr. Josep Antoni Grífols-Lucas conducted the first systematic study of the application of plasmapheresis in a series of plasma donors. Performed in 1951, this was the most exhaustive study to date of the medium-term effects on the human body, and involved more than 320 plasmapheresis procedures. Grifols-Lucas concluded that it was possible for donors to undergo plasmapheresis on a weekly basis without the quality of their plasma suffering, while the method also made it possible to obtain a larger quantity of plasma when compared to the conventional method of whole blood donation. The results of the study were presented at the 4th International Congress of Blood Transfusion in Lisbon (1951), and were published in 1952 in the British Medical Journal and Medicina Clínica in Spain.
At the Lisbon congress, Grifols-Lucas met Edwin Cohn. While Grifols-Lucas was presenting a safe technique for obtaining large quantities of plasma from healthy donors, Cohn presented a plasma fractionator, a device that separated out the proteins contained in plasma. These two major contributions marked the birth of a new industry: plasma fractionation to obtain plasma products. In 1955, further data were presented at the 5th Congress of the European Hematology Society, in Freiburg, Germany, based on the ongoing performance of plasmapheresis over a five-year period. In 1956 Grifols-Lucas presented the results at the 6th Congress of the International Hematology Society in Boston, US.
Michael Rubinstein was the first to use plasmapheresis to treat an immune-related disorder when he saved the life of an adolescent boy with thrombotic thrombocytopenic purpura (TTP) at the Cedars of Lebanon Hospital in Los Angeles in 1959. The modern plasmapheresis process itself originated in the U.S. National Cancer Institute between 1963 and 1968, where investigators drew upon an old dairy creamer separation technology first used in 1878 and refined by Edwin Cohn's centrifuge marketed in 1953.
In 1965, Dr. Víctor Grifols-Lucas, brother of Josep Antoni Grifols-Lucas, patented the device, along with the procedure for performing plasmapheresis in situ, that is, with the donor present. This replaced a fragmented, manual process with a continuous automatic method which enabled blood components to be extracted, separated and returned to the donor in a single procedure. The new device made plasmapheresis faster and simpler, and also made it safer for donors."
Plasma_exchange,Summary,"Plasmapheresis (from the Greek πλάσμα, plasma, something molded, and ἀφαίρεσις aphairesis, taking away) is the removal, treatment, and return or exchange of blood plasma or components thereof from and to the blood circulation. It is thus an extracorporeal therapy, a medical procedure performed outside the body.
Three general types of plasmapheresis can be distinguished:

Autologuous, removing blood plasma, treating it in some way, and returning it to the same person, as a therapy.
Exchange, a patient's blood plasma is removed, while blood products are given in replacement. This type is called plasma exchange (PE, PLEX, or PEX) or plasma exchange therapy (PET). The removed plasma is discarded and the patient receives replacement donor plasma, albumin, or a combination of albumin and saline (usually 70% albumin and 30% saline).
Donation, removing blood plasma, separating its components, and returning some of them to the same person, while holding out others to become blood products that this person donates for those in need. In such a plasma donation procedure, blood is removed from the body, blood cells and plasma are separated, and the blood cells are returned, while the plasma is collected and frozen to preserve it for eventual use as fresh frozen plasma or as an ingredient in the manufacture of blood products.
Plasmapheresis of the autologous and exchange types is used to treat a variety of disorders, including those of the immune system, such as Goodpasture's syndrome, Guillain–Barré syndrome, lupus, myasthenia gravis, and thrombotic thrombocytopenic purpura."
Plasma_exchange_therapy,Summary,
Plasma_protein_analysis,Summary,
Plasma_proteins,Families of blood proteins,"Examples of specific blood proteins:

Prealbumin (transthyretin)
Alpha 1 antitrypsin (neutralizes trypsin that has leaked from the digestive system)
Alpha-1-acid glycoprotein
Alpha-1-fetoprotein
alpha2-macroglobulin
Gamma globulins
Beta-2 microglobulin
Haptoglobin
Human Serum Albumin
Ceruloplasmin
Complement component 3
Complement component 4
C-reactive protein (CRP)
Lipoproteins (chylomicrons, VLDL, LDL, HDL)
Transferrin
Prothrombin
MBL or MBP"
Plasma_proteins,Clinical significance,"Separating serum proteins by electrophoresis is a valuable diagnostic tool, as well as a way to monitor clinical progress. Current research regarding blood plasma proteins is centered on performing proteomics analyses of serum/plasma in the search for biomarkers. These efforts started with two-dimensional gel electrophoresis efforts in the 1970s, and in more recent times this research has been performed using LC-tandem MS based proteomics. The normal laboratory value of serum total protein is around 7 g/dL.
Scientists are able to identify blood proteins using Photo-affinity labeling, a means of using photo-reactive ligands as a labeling agent to identify targeted proteins.


== References =="
Plasma_proteins,Summary,"Plasma proteins, sometimes referred to as blood proteins, are proteins present in blood plasma. They serve many different functions, including transport of lipids, hormones, vitamins and minerals in activity and functioning of the immune system. Other blood proteins act as enzymes, complement components, protease inhibitors or kinin precursors. Contrary to popular belief, haemoglobin is not a blood protein, as it is carried within red blood cells, rather than in the blood serum.
Serum albumin accounts for 55% of blood proteins, is a major contributor to maintaining the oncotic pressure of plasma and assists, as a carrier, in the transport of lipids and steroid hormones.  Globulins make up 38% of blood proteins and transport ions, hormones, and lipids assisting in immune function. Fibrinogen comprises 7% of blood proteins; conversion of fibrinogen to insoluble fibrin is essential for blood clotting. The remainder of the plasma proteins (1%) are regulatory proteins, such as enzymes, proenzymes, and hormones. All blood proteins are synthesized in liver except for the gamma globulins."
Platelet,Term,"The term thrombocyte (clot cell) came into use in the early 1900s and is sometimes used as a synonym for platelet; but not generally in the scientific literature, except as a root word for other terms related to platelets (e.g. thrombocytopenia meaning low platelets).: v3  The term thrombocytes are proper for mononuclear cells found in the blood of non-mammalian vertebrates: they are the functional equivalent of platelets, but circulate as intact cells rather than cytoplasmic fragments of bone marrow megakaryocytes.: 3 
In some contexts, the word thrombus is used interchangeably with the word clot, regardless of its composition (white, red, or mixed). In other contexts it is used to contrast a normal from an abnormal clot: thrombus arises from physiologic hemostasis, thrombosis arises from a pathologic and excessive quantity of clot. In a third context it is used to contrast the result from the process: thrombus is the result, thrombosis is the process."
Platelet,Hemostasis,"The fundamental function of platelets is to clump together to stop acute bleeding. This process is complex, as more than 193 proteins and 301 interactions are involved in platelet dynamics.  Despite much overlap, platelet function can be modeled in three steps:"
Platelet,Immune function,"Platelets have a central role in innate immunity, initiating and participating in multiple inflammatory processes, directly binding and even destroying pathogens. Clinical data show that many patients with serious bacterial or viral infections have thrombocytopenia, thus reducing their contribution to inflammation. Platelet-leukocyte aggregates (PLAs) found in circulation are typical in sepsis or inflammatory bowel disease, showing the connection between thrombocytes and immune cells.
The platelet cell membrane has receptors for collagen. Following rupture of the blood vessel wall, platelets are exposed and adhere to the collagen in the surrounding tissue."
Platelet,Signs and symptoms of disorders,"Spontaneous and excessive bleeding can occur because of platelet disorders. This bleeding can be caused by deficient numbers of platelets, dysfunctional platelets, or platelet densities over 1 million/microliter. (The excessive numbers create a relative von Willebrand factor deficiency due to sequestration.)
Bleeding due to a platelet disorder or a coagulation factor disorder can be distinguished by the characteristics and location of the bleeding.: 815, Table 39-4  Platelet bleeding involves bleeding from a cut is prompt and excessive, but can be controlled by pressure; spontaneous bleeding into the skin which causes a purplish stain named by its size: petechiae, purpura, ecchymoses; bleeding into mucous membranes causing bleeding gums, nose bleed, and gastrointestinal bleeding; menorrhagia; and intraretinal and intracranial bleeding.
Excessive numbers of platelets, and/or normal platelets responding to abnormal vessel walls, can result in venous thrombosis and arterial thrombosis. The symptoms depend on the thrombosis site."
Platelet,Disorders,"Low platelet concentration is called thrombocytopenia, and is due to either decreased production or increased destruction. Elevated platelet concentration is called thrombocytosis, and is either congenital, reactive (to cytokines), or due to unregulated production: one of the myeloproliferative neoplasms or certain other myeloid neoplasms. A disorder of platelet function is called a thrombocytopathy or a platelet function disorder.: vii 
Normal platelets can respond to an abnormality on the vessel wall rather than to hemorrhage, resulting in inappropriate platelet adhesion/activation and thrombosis: the formation of a clot within an intact vessel. This type of thrombosis arises by mechanisms different from those of a normal clot: extending the fibrin of venous thrombosis; extending an unstable or ruptured arterial plaque, causing arterial thrombosis; and microcirculatory thrombosis. An arterial thrombus may partially obstruct blood flow, causing downstream ischemia, or may completely obstruct it, causing downstream tissue death.:: vii 
The three broad categories of platelet disorders are ""not enough"", ""dysfunctional"", and ""too many"".: vii"
Platelet,Non-mammals,"Instead of platelets, non-mammalian vertebrates have nucleated thrombocytes, which resemble B lymphocytes in morphology. They aggregate in response to thrombin, but not to ADP, serotonin, nor adrenaline, as platelets do."
Platelet,History,"George Gulliver in 1841 drew pictures of platelets using the twin lens (compound) microscope invented in 1830 by Joseph Jackson Lister. This microscope improved resolution sufficiently to make it possible to see platelets for the first time.
William Addison in 1842 drew pictures of a platelet-fibrin clot.
Lionel Beale in 1864 was the first to publish a drawing showing platelets.
Max Schultze in 1865 described what he called ""spherules"", which he noted were much smaller than red blood cells, occasionally clumped, and were sometimes found in collections of fibrin material.
Giulio Bizzozero in 1882 studied the blood of amphibians microscopically in vivo. He named Schultze's spherules (It.) piastrine: little plates. Bizzozero possibly proposed the name Blutplattchen.
William Osler observed platelets and, in published lectures in 1886, called them a third corpuscle and a blood plaque; and described them as ""a colorless protoplasmic disc"".
James Wright examined blood smears using the stain named for him, and used the term plates in his 1906 publication, changing to platelets in his 1910 publication."
Platelet,Summary,"Platelets or thrombocytes (from Ancient Greek  θρόμβος (thrómbos) 'clot' and  κύτος (kútos) 'cell') are a blood component whose function (along with the coagulation factors) is to react to bleeding from blood vessel injury by clumping, thereby initiating a blood clot. Platelets have no cell nucleus; they are fragments of cytoplasm derived from the megakaryocytes of the bone marrow or lung, which then enter the circulation. Platelets are found only in mammals, whereas in other vertebrates (e.g. birds, amphibians), thrombocytes circulate as intact mononuclear cells.: 3 

One major function of platelets is to contribute to hemostasis: the process of stopping bleeding at the site of interrupted endothelium. They gather at the site and, unless the interruption is physically too large, they plug the hole. First, platelets attach to substances outside the interrupted endothelium: adhesion. Second, they change shape, turn on receptors and secrete chemical messengers: activation. Third, they connect to each other through receptor bridges: aggregation. Formation of this platelet plug (primary hemostasis) is associated with activation of the coagulation cascade, with resultant fibrin deposition and linking (secondary hemostasis). These processes may overlap: the spectrum is from a predominantly platelet plug, or ""white clot"" to a predominantly fibrin, or ""red clot"" or the more typical mixture. Berridge adds retraction and platelet inhibition as fourth and fifth steps, while others would add a sixth step, wound repair. Platelets participate in both innate and adaptive intravascular immune responses.
In addition to facilitating the clotting process, platelets contain cytokines and growth factors which can promote wound healing and regeneration of damaged tissues."
Platelet_aggregation,Term,"The term thrombocyte (clot cell) came into use in the early 1900s and is sometimes used as a synonym for platelet; but not generally in the scientific literature, except as a root word for other terms related to platelets (e.g. thrombocytopenia meaning low platelets).: v3  The term thrombocytes are proper for mononuclear cells found in the blood of non-mammalian vertebrates: they are the functional equivalent of platelets, but circulate as intact cells rather than cytoplasmic fragments of bone marrow megakaryocytes.: 3 
In some contexts, the word thrombus is used interchangeably with the word clot, regardless of its composition (white, red, or mixed). In other contexts it is used to contrast a normal from an abnormal clot: thrombus arises from physiologic hemostasis, thrombosis arises from a pathologic and excessive quantity of clot. In a third context it is used to contrast the result from the process: thrombus is the result, thrombosis is the process."
Platelet_aggregation,Hemostasis,"The fundamental function of platelets is to clump together to stop acute bleeding. This process is complex, as more than 193 proteins and 301 interactions are involved in platelet dynamics.  Despite much overlap, platelet function can be modeled in three steps:"
Platelet_aggregation,Immune function,"Platelets have a central role in innate immunity, initiating and participating in multiple inflammatory processes, directly binding and even destroying pathogens. Clinical data show that many patients with serious bacterial or viral infections have thrombocytopenia, thus reducing their contribution to inflammation. Platelet-leukocyte aggregates (PLAs) found in circulation are typical in sepsis or inflammatory bowel disease, showing the connection between thrombocytes and immune cells.
The platelet cell membrane has receptors for collagen. Following rupture of the blood vessel wall, platelets are exposed and adhere to the collagen in the surrounding tissue."
Platelet_aggregation,Signs and symptoms of disorders,"Spontaneous and excessive bleeding can occur because of platelet disorders. This bleeding can be caused by deficient numbers of platelets, dysfunctional platelets, or platelet densities over 1 million/microliter. (The excessive numbers create a relative von Willebrand factor deficiency due to sequestration.)
Bleeding due to a platelet disorder or a coagulation factor disorder can be distinguished by the characteristics and location of the bleeding.: 815, Table 39-4  Platelet bleeding involves bleeding from a cut is prompt and excessive, but can be controlled by pressure; spontaneous bleeding into the skin which causes a purplish stain named by its size: petechiae, purpura, ecchymoses; bleeding into mucous membranes causing bleeding gums, nose bleed, and gastrointestinal bleeding; menorrhagia; and intraretinal and intracranial bleeding.
Excessive numbers of platelets, and/or normal platelets responding to abnormal vessel walls, can result in venous thrombosis and arterial thrombosis. The symptoms depend on the thrombosis site."
Platelet_aggregation,Disorders,"Low platelet concentration is called thrombocytopenia, and is due to either decreased production or increased destruction. Elevated platelet concentration is called thrombocytosis, and is either congenital, reactive (to cytokines), or due to unregulated production: one of the myeloproliferative neoplasms or certain other myeloid neoplasms. A disorder of platelet function is called a thrombocytopathy or a platelet function disorder.: vii 
Normal platelets can respond to an abnormality on the vessel wall rather than to hemorrhage, resulting in inappropriate platelet adhesion/activation and thrombosis: the formation of a clot within an intact vessel. This type of thrombosis arises by mechanisms different from those of a normal clot: extending the fibrin of venous thrombosis; extending an unstable or ruptured arterial plaque, causing arterial thrombosis; and microcirculatory thrombosis. An arterial thrombus may partially obstruct blood flow, causing downstream ischemia, or may completely obstruct it, causing downstream tissue death.:: vii 
The three broad categories of platelet disorders are ""not enough"", ""dysfunctional"", and ""too many"".: vii"
Platelet_aggregation,Non-mammals,"Instead of platelets, non-mammalian vertebrates have nucleated thrombocytes, which resemble B lymphocytes in morphology. They aggregate in response to thrombin, but not to ADP, serotonin, nor adrenaline, as platelets do."
Platelet_aggregation,History,"George Gulliver in 1841 drew pictures of platelets using the twin lens (compound) microscope invented in 1830 by Joseph Jackson Lister. This microscope improved resolution sufficiently to make it possible to see platelets for the first time.
William Addison in 1842 drew pictures of a platelet-fibrin clot.
Lionel Beale in 1864 was the first to publish a drawing showing platelets.
Max Schultze in 1865 described what he called ""spherules"", which he noted were much smaller than red blood cells, occasionally clumped, and were sometimes found in collections of fibrin material.
Giulio Bizzozero in 1882 studied the blood of amphibians microscopically in vivo. He named Schultze's spherules (It.) piastrine: little plates. Bizzozero possibly proposed the name Blutplattchen.
William Osler observed platelets and, in published lectures in 1886, called them a third corpuscle and a blood plaque; and described them as ""a colorless protoplasmic disc"".
James Wright examined blood smears using the stain named for him, and used the term plates in his 1906 publication, changing to platelets in his 1910 publication."
Platelet_aggregation,Summary,"Platelets or thrombocytes (from Ancient Greek  θρόμβος (thrómbos) 'clot' and  κύτος (kútos) 'cell') are a blood component whose function (along with the coagulation factors) is to react to bleeding from blood vessel injury by clumping, thereby initiating a blood clot. Platelets have no cell nucleus; they are fragments of cytoplasm derived from the megakaryocytes of the bone marrow or lung, which then enter the circulation. Platelets are found only in mammals, whereas in other vertebrates (e.g. birds, amphibians), thrombocytes circulate as intact mononuclear cells.: 3 

One major function of platelets is to contribute to hemostasis: the process of stopping bleeding at the site of interrupted endothelium. They gather at the site and, unless the interruption is physically too large, they plug the hole. First, platelets attach to substances outside the interrupted endothelium: adhesion. Second, they change shape, turn on receptors and secrete chemical messengers: activation. Third, they connect to each other through receptor bridges: aggregation. Formation of this platelet plug (primary hemostasis) is associated with activation of the coagulation cascade, with resultant fibrin deposition and linking (secondary hemostasis). These processes may overlap: the spectrum is from a predominantly platelet plug, or ""white clot"" to a predominantly fibrin, or ""red clot"" or the more typical mixture. Berridge adds retraction and platelet inhibition as fourth and fifth steps, while others would add a sixth step, wound repair. Platelets participate in both innate and adaptive intravascular immune responses.
In addition to facilitating the clotting process, platelets contain cytokines and growth factors which can promote wound healing and regeneration of damaged tissues."
Platelet_count,Term,"The term thrombocyte (clot cell) came into use in the early 1900s and is sometimes used as a synonym for platelet; but not generally in the scientific literature, except as a root word for other terms related to platelets (e.g. thrombocytopenia meaning low platelets).: v3  The term thrombocytes are proper for mononuclear cells found in the blood of non-mammalian vertebrates: they are the functional equivalent of platelets, but circulate as intact cells rather than cytoplasmic fragments of bone marrow megakaryocytes.: 3 
In some contexts, the word thrombus is used interchangeably with the word clot, regardless of its composition (white, red, or mixed). In other contexts it is used to contrast a normal from an abnormal clot: thrombus arises from physiologic hemostasis, thrombosis arises from a pathologic and excessive quantity of clot. In a third context it is used to contrast the result from the process: thrombus is the result, thrombosis is the process."
Platelet_count,Hemostasis,"The fundamental function of platelets is to clump together to stop acute bleeding. This process is complex, as more than 193 proteins and 301 interactions are involved in platelet dynamics.  Despite much overlap, platelet function can be modeled in three steps:"
Platelet_count,Immune function,"Platelets have a central role in innate immunity, initiating and participating in multiple inflammatory processes, directly binding and even destroying pathogens. Clinical data show that many patients with serious bacterial or viral infections have thrombocytopenia, thus reducing their contribution to inflammation. Platelet-leukocyte aggregates (PLAs) found in circulation are typical in sepsis or inflammatory bowel disease, showing the connection between thrombocytes and immune cells.
The platelet cell membrane has receptors for collagen. Following rupture of the blood vessel wall, platelets are exposed and adhere to the collagen in the surrounding tissue."
Platelet_count,Signs and symptoms of disorders,"Spontaneous and excessive bleeding can occur because of platelet disorders. This bleeding can be caused by deficient numbers of platelets, dysfunctional platelets, or platelet densities over 1 million/microliter. (The excessive numbers create a relative von Willebrand factor deficiency due to sequestration.)
Bleeding due to a platelet disorder or a coagulation factor disorder can be distinguished by the characteristics and location of the bleeding.: 815, Table 39-4  Platelet bleeding involves bleeding from a cut is prompt and excessive, but can be controlled by pressure; spontaneous bleeding into the skin which causes a purplish stain named by its size: petechiae, purpura, ecchymoses; bleeding into mucous membranes causing bleeding gums, nose bleed, and gastrointestinal bleeding; menorrhagia; and intraretinal and intracranial bleeding.
Excessive numbers of platelets, and/or normal platelets responding to abnormal vessel walls, can result in venous thrombosis and arterial thrombosis. The symptoms depend on the thrombosis site."
Platelet_count,Disorders,"Low platelet concentration is called thrombocytopenia, and is due to either decreased production or increased destruction. Elevated platelet concentration is called thrombocytosis, and is either congenital, reactive (to cytokines), or due to unregulated production: one of the myeloproliferative neoplasms or certain other myeloid neoplasms. A disorder of platelet function is called a thrombocytopathy or a platelet function disorder.: vii 
Normal platelets can respond to an abnormality on the vessel wall rather than to hemorrhage, resulting in inappropriate platelet adhesion/activation and thrombosis: the formation of a clot within an intact vessel. This type of thrombosis arises by mechanisms different from those of a normal clot: extending the fibrin of venous thrombosis; extending an unstable or ruptured arterial plaque, causing arterial thrombosis; and microcirculatory thrombosis. An arterial thrombus may partially obstruct blood flow, causing downstream ischemia, or may completely obstruct it, causing downstream tissue death.:: vii 
The three broad categories of platelet disorders are ""not enough"", ""dysfunctional"", and ""too many"".: vii"
Platelet_count,Non-mammals,"Instead of platelets, non-mammalian vertebrates have nucleated thrombocytes, which resemble B lymphocytes in morphology. They aggregate in response to thrombin, but not to ADP, serotonin, nor adrenaline, as platelets do."
Platelet_count,History,"George Gulliver in 1841 drew pictures of platelets using the twin lens (compound) microscope invented in 1830 by Joseph Jackson Lister. This microscope improved resolution sufficiently to make it possible to see platelets for the first time.
William Addison in 1842 drew pictures of a platelet-fibrin clot.
Lionel Beale in 1864 was the first to publish a drawing showing platelets.
Max Schultze in 1865 described what he called ""spherules"", which he noted were much smaller than red blood cells, occasionally clumped, and were sometimes found in collections of fibrin material.
Giulio Bizzozero in 1882 studied the blood of amphibians microscopically in vivo. He named Schultze's spherules (It.) piastrine: little plates. Bizzozero possibly proposed the name Blutplattchen.
William Osler observed platelets and, in published lectures in 1886, called them a third corpuscle and a blood plaque; and described them as ""a colorless protoplasmic disc"".
James Wright examined blood smears using the stain named for him, and used the term plates in his 1906 publication, changing to platelets in his 1910 publication."
Platelet_count,Summary,"Platelets or thrombocytes (from Ancient Greek  θρόμβος (thrómbos) 'clot' and  κύτος (kútos) 'cell') are a blood component whose function (along with the coagulation factors) is to react to bleeding from blood vessel injury by clumping, thereby initiating a blood clot. Platelets have no cell nucleus; they are fragments of cytoplasm derived from the megakaryocytes of the bone marrow or lung, which then enter the circulation. Platelets are found only in mammals, whereas in other vertebrates (e.g. birds, amphibians), thrombocytes circulate as intact mononuclear cells.: 3 

One major function of platelets is to contribute to hemostasis: the process of stopping bleeding at the site of interrupted endothelium. They gather at the site and, unless the interruption is physically too large, they plug the hole. First, platelets attach to substances outside the interrupted endothelium: adhesion. Second, they change shape, turn on receptors and secrete chemical messengers: activation. Third, they connect to each other through receptor bridges: aggregation. Formation of this platelet plug (primary hemostasis) is associated with activation of the coagulation cascade, with resultant fibrin deposition and linking (secondary hemostasis). These processes may overlap: the spectrum is from a predominantly platelet plug, or ""white clot"" to a predominantly fibrin, or ""red clot"" or the more typical mixture. Berridge adds retraction and platelet inhibition as fourth and fifth steps, while others would add a sixth step, wound repair. Platelets participate in both innate and adaptive intravascular immune responses.
In addition to facilitating the clotting process, platelets contain cytokines and growth factors which can promote wound healing and regeneration of damaged tissues."
Platelet_pheresis,Summary,
Polycythemia,Definition,"Polycythemia is defined as serum hematocrit (Hct) or hemoglobin (HgB) exceeding normal ranges expected for age and sex, typically Hct >49% in healthy adult men and >48% in women, or HgB >16.5 g/dL in men or >16.0 g/dL in women. The definition is different for neonates and varies by age in children."
Polycythemia,Pathophysiology,"The pathophysiology of polycythemia varies based on its cause. The production of red blood cells (or erythropoeisis) in the body is regulated by erythropoietin, which is a protein produced by the kidneys in response to poor oxygen delivery. As a result, more erythropoeitin is produced to encourage red blood cell production and increase oxygen-carrying capacity. This results in secondary polycythemia, which can be an appropriate response to hypoxic conditions such as chronic smoking, obstructive sleep apnea, and high altitude. Furthermore, certain genetic conditions can impair the body's accurate detection of oxygen levels in the serum, which leads to excess erythropoeitin production even without hypoxia or impaired oxygen delivery to tissues. Alternatively, certain types of cancers, most notably renal cell carcinoma, and medications such as testosterone use can cause inappropriate erythropoeitin production that stimulates red cell production despite adequate oxygen delivery. 
Primary polycythemia, on the other hand, is caused by genetic mutations or defects of the red cell progenitors within the bone marrow, leading to overgrowth and hyperproliferation of red blood cells regardless of erythropoeitin levels. 
Increased hematocrit and red cell mass with polycythemia increases the viscosity of blood, leading to impaired blood flow and contributing to an increased risk of clotting (thrombosis)."
